ReturnID,InvoiceID,SalesLineID,ReturnDate,ReturnDateKey,DistributorID,CustomerID,ProductID,ReturnQty,ReturnValue,ReturnReason
RET000777,INV0029272,LINE000068417,2025-05-26,20250526,D003,C00193,SKU003,4,2019.86,Short-dated
RET000778,INV0029305,LINE000068495,2025-05-28,20250528,D011,C00961,SKU016,27,15745.52,Promo Return
RET000779,INV0029376,LINE000068650,2025-05-29,20250529,D013,C01199,SKU026,6,5928.33,Damaged
RET000780,INV0029387,LINE000068673,2025-05-28,20250528,D011,C00944,SKU021,1,556.92,Wrong Item
RET000781,INV0029407,LINE000068713,2025-05-30,20250530,D012,C01069,SKU027,4,5025.61,Promo Return
RET000782,INV0029411,LINE000068723,2025-05-27,20250527,D012,C01056,SKU003,1,500.96,Wrong Item
RET000783,INV0029417,LINE000068741,2025-05-31,20250531,D002,C00124,SKU012,5,2481.13,Damaged
RET000784,INV0029554,LINE000069050,2025-06-12,20250612,D006,C00568,SKU030,13,24119.55,Damaged
RET000785,INV0029670,LINE000069323,2025-06-08,20250608,D008,C00731,SKU019,10,6125.31,Expired
RET000786,INV0029675,LINE000069338,2025-06-13,20250613,D014,C01226,SKU043,18,50761.69,Short-dated
RET000787,INV0029677,LINE000069343,2025-06-07,20250607,D014,C01228,SKU003,27,13267.93,Damaged
RET000788,INV0029779,LINE000069574,2025-06-05,20250605,D009,C00783,SKU043,9,26209.42,Customer Refusal
RET000789,INV0029878,LINE000069799,2025-06-14,20250614,D009,C00835,SKU046,6,10268.93,Damaged
RET000790,INV0029889,LINE000069828,2025-06-25,20250625,D005,C00451,SKU042,7,2933.25,Short-dated
RET000791,INV0029923,LINE000069907,2025-06-15,20250615,D016,C01427,SKU029,2,3946.87,Expired
RET000792,INV0030026,LINE000070133,2025-06-27,20250627,D012,C01056,SKU023,4,7530.21,Damaged
RET000793,INV0030074,LINE000070255,2025-06-23,20250623,D011,C01005,SKU029,5,9688.53,Expired
RET000794,INV0030100,LINE000070311,2025-06-12,20250612,D004,C00336,SKU019,14,8414.16,Promo Return
RET000795,INV0030158,LINE000070438,2025-06-16,20250616,D005,C00373,SKU025,3,9464.84,Promo Return
RET000796,INV0030164,LINE000070455,2025-06-09,20250609,D007,C00665,SKU046,4,6909.27,Short-dated
RET000797,INV0030212,LINE000070572,2025-06-13,20250613,D007,C00667,SKU021,4,2236.43,Customer Refusal
RET000798,INV0030251,LINE000070652,2025-06-26,20250626,D003,C00175,SKU042,5,2146.14,Damaged
RET000799,INV0030317,LINE000070823,2025-06-14,20250614,D005,C00482,SKU031,5,13302.22,Damaged
RET000800,INV0030339,LINE000070869,2025-06-15,20250615,D017,C01438,SKU004,3,1546.09,Damaged
RET000801,INV0030473,LINE000071181,2025-06-25,20250625,D012,C01101,SKU031,1,2676.35,Promo Return
RET000802,INV0030494,LINE000071233,2025-06-18,20250618,D011,C00943,SKU016,3,1932.75,Short-dated
RET000803,INV0030495,LINE000071234,2025-06-23,20250623,D001,C00053,SKU025,6,15976.35,Damaged
RET000804,INV0030554,LINE000071390,2025-06-25,20250625,D012,C01085,SKU041,27,21050.49,Customer Refusal
RET000805,INV0030555,LINE000071392,2025-07-06,20250706,D002,C00129,SKU016,13,7754.91,Expired
RET000806,INV0030568,LINE000071414,2025-06-17,20250617,D005,C00417,SKU056,2,2186.05,Wrong Item
RET000807,INV0030570,LINE000071417,2025-07-01,20250701,D013,C01169,SKU046,10,16473.9,Wrong Item
RET000808,INV0030607,LINE000071511,2025-06-20,20250620,D003,C00214,SKU035,6,6492.07,Damaged
RET000809,INV0030626,LINE000071559,2025-06-18,20250618,D006,C00501,SKU048,3,6924.5,Damaged
RET000810,INV0030713,LINE000071758,2025-06-20,20250620,D011,C00951,SKU039,7,21235.11,Expired
RET000811,INV0030735,LINE000071805,2025-06-21,20250621,D009,C00812,SKU057,3,3702.77,Short-dated
RET000812,INV0030878,LINE000072132,2025-06-21,20250621,D014,C01304,SKU018,2,1534.75,Damaged
RET000813,INV0030879,LINE000072137,2025-06-23,20250623,D004,C00310,SKU015,38,31301.89,Damaged
RET000814,INV0030915,LINE000072219,2025-06-27,20250627,D001,C00027,SKU013,5,2021.17,Damaged
RET000815,INV0031045,LINE000072524,2025-06-25,20250625,D017,C01505,SKU012,2,990.56,Expired
RET000816,INV0031071,LINE000072586,2025-06-27,20250627,D014,C01289,SKU009,5,5159.73,Customer Refusal
RET000817,INV0031094,LINE000072640,2025-06-27,20250627,D013,C01139,SKU019,19,10920.32,Customer Refusal
RET000818,INV0031111,LINE000072675,2025-06-26,20250626,D007,C00615,SKU054,4,9546.49,Wrong Item
RET000819,INV0031147,LINE000072755,2025-06-28,20250628,D015,C01330,SKU040,1,1266.32,Promo Return
RET000820,INV0031173,LINE000072823,2025-07-03,20250703,D004,C00318,SKU023,1,1901.37,Short-dated
RET000821,INV0031177,LINE000072834,2025-07-11,20250711,D011,C00953,SKU045,1,921.23,Promo Return
RET000822,INV0031199,LINE000072888,2025-06-28,20250628,D007,C00585,SKU058,1,1329.83,Promo Return
RET000823,INV0031291,LINE000073099,2025-07-04,20250704,D012,C01072,SKU011,3,7003.47,Expired
RET000824,INV0031333,LINE000073196,2025-07-04,20250704,D014,C01210,SKU001,4,2620.0,Wrong Item
RET000825,INV0031341,LINE000073214,2025-07-04,20250704,D002,C00134,SKU029,4,8139.58,Wrong Item
RET000826,INV0031453,LINE000073464,2025-07-12,20250712,D013,C01124,SKU031,6,13496.35,Damaged
RET000827,INV0031475,LINE000073503,2025-07-11,20250711,D016,C01394,SKU051,3,8108.03,Promo Return
RET000828,INV0031476,LINE000073504,2025-07-15,20250715,D001,C00046,SKU009,19,19740.78,Damaged
RET000829,INV0031559,LINE000073697,2025-07-09,20250709,D009,C00802,SKU052,7,4707.97,Expired
RET000830,INV0031561,LINE000073703,2025-07-06,20250706,D001,C00026,SKU054,11,25354.04,Wrong Item
RET000831,INV0031587,LINE000073769,2025-07-08,20250708,D012,C01093,SKU028,2,3113.15,Short-dated
RET000832,INV0031594,LINE000073786,2025-07-06,20250706,D006,C00565,SKU030,3,5657.75,Promo Return
RET000833,INV0031603,LINE000073806,2025-07-10,20250710,D003,C00183,SKU013,8,3179.32,Damaged
RET000834,INV0031656,LINE000073930,2025-07-11,20250711,D012,C01093,SKU012,7,3521.05,Customer Refusal
RET000835,INV0031714,LINE000074058,2025-07-15,20250715,D005,C00440,SKU023,2,3736.32,Promo Return
RET000836,INV0031813,LINE000074301,2025-07-07,20250707,D016,C01408,SKU037,1,569.29,Expired
RET000837,INV0031843,LINE000074362,2025-07-21,20250721,D001,C00005,SKU027,6,7309.01,Customer Refusal
RET000838,INV0031852,LINE000074382,2025-07-09,20250709,D013,C01194,SKU027,4,4941.73,Damaged
RET000839,INV0031927,LINE000074555,2025-07-13,20250713,D001,C00013,SKU008,3,2188.55,Expired
RET000840,INV0031998,LINE000074715,2025-07-25,20250725,D008,C00704,SKU021,3,1629.22,Expired
RET000841,INV0032011,LINE000074749,2025-07-12,20250712,D016,C01421,SKU015,4,3331.68,Short-dated
RET000842,INV0032019,LINE000074770,2025-07-12,20250712,D009,C00733,SKU031,2,5300.14,Damaged
RET000843,INV0032025,LINE000074786,2025-07-12,20250712,D001,C00006,SKU012,14,6774.82,Wrong Item
RET000844,INV0032043,LINE000074834,2025-07-15,20250715,D006,C00492,SKU005,7,3918.67,Customer Refusal
RET000845,INV0032053,LINE000074854,2025-07-12,20250712,D014,C01229,SKU019,30,18538.39,Short-dated
RET000846,INV0032285,LINE000075389,2025-07-19,20250719,D003,C00242,SKU019,7,4432.09,Damaged
RET000847,INV0032287,LINE000075398,2025-07-16,20250716,D013,C01115,SKU015,3,2530.89,Expired
RET000848,INV0032355,LINE000075568,2025-07-21,20250721,D008,C00727,SKU043,71,203595.74,Short-dated
RET000849,INV0032360,LINE000075577,2025-07-18,20250718,D010,C00903,SKU020,4,5308.72,Damaged
RET000850,INV0032384,LINE000075634,2025-07-22,20250722,D005,C00421,SKU031,8,21382.31,Damaged
RET000851,INV0032389,LINE000075643,2025-07-19,20250719,D013,C01119,SKU035,3,3170.76,Expired
RET000852,INV0032414,LINE000075702,2025-07-21,20250721,D003,C00182,SKU023,3,5619.58,Customer Refusal
RET000853,INV0032421,LINE000075718,2025-07-17,20250717,D014,C01304,SKU039,2,6008.56,Damaged
RET000854,INV0032425,LINE000075729,2025-07-21,20250721,D008,C00705,SKU043,21,56269.03,Damaged
RET000855,INV0032470,LINE000075842,2025-07-19,20250719,D010,C00894,SKU029,21,40425.12,Damaged
RET000856,INV0032542,LINE000076014,2025-07-21,20250721,D004,C00353,SKU016,8,4783.35,Wrong Item
RET000857,INV0032544,LINE000076020,2025-08-08,20250808,D003,C00201,SKU059,24,19806.96,Damaged
RET000858,INV0032721,LINE000076429,2025-07-27,20250727,D009,C00753,SKU054,4,9307.31,Expired
RET000859,INV0032739,LINE000076480,2025-07-27,20250727,D014,C01293,SKU044,3,9819.76,Short-dated
RET000860,INV0032820,LINE000076673,2025-07-26,20250726,D002,C00159,SKU032,21,10139.67,Customer Refusal
RET000861,INV0032825,LINE000076690,2025-08-13,20250813,D017,C01494,SKU054,8,18400.66,Damaged
RET000862,INV0032873,LINE000076789,2025-08-14,20250814,D009,C00815,SKU011,2,4732.45,Damaged
RET000863,INV0032893,LINE000076834,2025-08-14,20250814,D004,C00324,SKU036,1,1313.63,Damaged
RET000864,INV0032967,LINE000077013,2025-07-28,20250728,D011,C00958,SKU004,4,2038.89,Damaged
RET000865,INV0033016,LINE000077117,2025-07-27,20250727,D017,C01464,SKU041,1,775.77,Short-dated
RET000866,INV0033023,LINE000077132,2025-08-05,20250805,D015,C01348,SKU049,1,2093.4,Damaged
RET000867,INV0033078,LINE000077263,2025-07-29,20250729,D013,C01136,SKU030,1,1900.73,Damaged
RET000868,INV0033083,LINE000077273,2025-08-06,20250806,D012,C01092,SKU028,8,12742.09,Customer Refusal
RET000869,INV0033132,LINE000077398,2025-07-29,20250729,D007,C00645,SKU002,3,1848.4,Damaged
RET000870,INV0033136,LINE000077409,2025-08-05,20250805,D017,C01448,SKU018,3,2309.31,Damaged
RET000871,INV0033137,LINE000077412,2025-08-02,20250802,D011,C00992,SKU052,1,701.86,Expired
RET000872,INV0033161,LINE000077467,2025-08-01,20250801,D013,C01126,SKU008,3,2195.58,Short-dated
RET000873,INV0033209,LINE000077578,2025-08-04,20250804,D013,C01141,SKU057,9,10731.74,Customer Refusal
RET000874,INV0033294,LINE000077786,2025-08-01,20250801,D004,C00341,SKU047,1,2545.76,Damaged
RET000875,INV0033313,LINE000077840,2025-08-01,20250801,D007,C00610,SKU005,2,1112.14,Expired
RET000876,INV0033321,LINE000077856,2025-08-07,20250807,D001,C00078,SKU035,24,24356.12,Damaged
RET000877,INV0033330,LINE000077873,2025-08-02,20250802,D004,C00325,SKU024,4,13811.62,Promo Return
RET000878,INV0033345,LINE000077906,2025-08-15,20250815,D004,C00347,SKU050,2,3373.38,Damaged
RET000879,INV0033372,LINE000077968,2025-08-03,20250803,D001,C00095,SKU057,2,2467.29,Damaged
RET000880,INV0033376,LINE000077975,2025-08-09,20250809,D002,C00143,SKU014,20,23744.66,Damaged
RET000881,INV0033390,LINE000078004,2025-08-02,20250802,D017,C01460,SKU002,2,1226.28,Short-dated
RET000882,INV0033477,LINE000078205,2025-08-06,20250806,D003,C00246,SKU001,15,9997.46,Damaged
RET000883,INV0033485,LINE000078227,2025-08-17,20250817,D013,C01149,SKU015,11,9097.29,Wrong Item
RET000884,INV0033514,LINE000078288,2025-08-05,20250805,D004,C00314,SKU015,1,810.0,Expired
RET000885,INV0033532,LINE000078340,2025-08-09,20250809,D001,C00048,SKU027,4,4865.17,Promo Return
RET000886,INV0033575,LINE000078437,2025-08-05,20250805,D009,C00770,SKU048,7,16194.74,Damaged
RET000887,INV0033607,LINE000078500,2025-08-27,20250827,D015,C01334,SKU007,6,7320.84,Damaged
RET000888,INV0033645,LINE000078593,2025-08-10,20250810,D006,C00552,SKU056,5,7040.04,Expired
RET000889,INV0033815,LINE000078988,2025-08-12,20250812,D003,C00226,SKU027,23,28160.52,Damaged
RET000890,INV0033870,LINE000079112,2025-08-12,20250812,D002,C00162,SKU008,1,725.57,Promo Return
RET000891,INV0033879,LINE000079136,2025-08-30,20250830,D017,C01492,SKU014,4,4830.52,Expired
RET000892,INV0033898,LINE000079182,2025-08-19,20250819,D005,C00438,SKU009,2,2091.69,Wrong Item
RET000893,INV0033962,LINE000079330,2025-08-14,20250814,D012,C01111,SKU048,31,67760.61,Promo Return
RET000894,INV0034012,LINE000079445,2025-08-19,20250819,D013,C01167,SKU052,2,1379.85,Wrong Item
RET000895,INV0034018,LINE000079462,2025-08-15,20250815,D012,C01057,SKU039,7,19673.87,Promo Return
RET000896,INV0034136,LINE000079735,2025-08-13,20250813,D017,C01482,SKU029,6,11982.46,Customer Refusal
RET000897,INV0034165,LINE000079801,2025-08-15,20250815,D007,C00618,SKU004,3,1567.04,Damaged
RET000898,INV0034167,LINE000079803,2025-08-23,20250823,D009,C00766,SKU008,10,7312.81,Damaged
RET000899,INV0034211,LINE000079901,2025-08-26,20250826,D009,C00747,SKU039,6,17897.62,Wrong Item
RET000900,INV0034250,LINE000079998,2025-08-17,20250817,D001,C00091,SKU009,2,2107.05,Promo Return
RET000901,INV0034260,LINE000080029,2025-08-16,20250816,D003,C00289,SKU027,2,2492.49,Short-dated
RET000902,INV0034283,LINE000080086,2025-08-29,20250829,D002,C00117,SKU011,6,14031.17,Damaged
RET000903,INV0034305,LINE000080139,2025-08-26,20250826,D003,C00185,SKU041,3,2281.5,Expired
RET000904,INV0034310,LINE000080152,2025-08-18,20250818,D015,C01360,SKU009,8,8423.35,Damaged
RET000905,INV0034336,LINE000080216,2025-08-17,20250817,D001,C00083,SKU026,5,5125.43,Customer Refusal
RET000906,INV0034367,LINE000080300,2025-08-26,20250826,D014,C01311,SKU027,1,1229.04,Promo Return
RET000907,INV0034368,LINE000080302,2025-08-18,20250818,D004,C00306,SKU008,1,766.57,Promo Return
RET000908,INV0034369,LINE000080305,2025-08-23,20250823,D014,C01232,SKU021,2,1081.52,Short-dated
RET000909,INV0034409,LINE000080381,2025-08-28,20250828,D015,C01350,SKU008,4,3010.44,Damaged
RET000910,INV0034445,LINE000080464,2025-08-21,20250821,D015,C01338,SKU040,9,11510.74,Promo Return
RET000911,INV0034450,LINE000080479,2025-08-22,20250822,D012,C01060,SKU053,22,49900.98,Damaged
RET000912,INV0034455,LINE000080492,2025-08-22,20250822,D013,C01162,SKU031,3,7849.89,Customer Refusal
RET000913,INV0034487,LINE000080569,2025-08-24,20250824,D017,C01453,SKU022,3,2140.22,Promo Return
RET000914,INV0034528,LINE000080663,2025-09-03,20250903,D014,C01290,SKU033,2,5529.79,Wrong Item
RET000915,INV0034552,LINE000080721,2025-08-22,20250822,D006,C00493,SKU054,7,16127.28,Damaged
RET000916,INV0034674,LINE000080992,2025-09-14,20250914,D011,C01008,SKU046,9,15599.66,Damaged
RET000917,INV0034679,LINE000081005,2025-08-24,20250824,D015,C01343,SKU012,4,1944.2,Customer Refusal
RET000918,INV0034699,LINE000081057,2025-08-29,20250829,D013,C01138,SKU056,46,60738.14,Wrong Item
RET000919,INV0034724,LINE000081112,2025-08-28,20250828,D010,C00929,SKU012,1,499.64,Expired
RET000920,INV0034763,LINE000081208,2025-09-06,20250906,D001,C00007,SKU003,3,1522.3,Customer Refusal
RET000921,INV0034777,LINE000081247,2025-08-24,20250824,D012,C01058,SKU044,3,9714.98,Expired
RET000922,INV0034802,LINE000081307,2025-08-26,20250826,D003,C00249,SKU022,3,2113.54,Expired
RET000923,INV0034804,LINE000081309,2025-08-29,20250829,D003,C00226,SKU035,11,11521.37,Expired
RET000924,INV0034821,LINE000081348,2025-09-07,20250907,D005,C00376,SKU013,4,1596.8,Damaged
RET000925,INV0034832,LINE000081371,2025-08-26,20250826,D002,C00135,SKU032,5,2528.73,Damaged
RET000926,INV0034870,LINE000081459,2025-08-30,20250830,D003,C00217,SKU047,2,5297.06,Damaged
RET000927,INV0034888,LINE000081496,2025-08-27,20250827,D009,C00819,SKU041,4,3120.5,Expired
RET000928,INV0034895,LINE000081510,2025-09-09,20250909,D016,C01383,SKU017,19,56628.9,Short-dated
RET000929,INV0034896,LINE000081515,2025-08-31,20250831,D002,C00160,SKU060,75,74431.46,Expired
RET000930,INV0035157,LINE000082083,2025-09-02,20250902,D009,C00833,SKU003,5,2494.94,Damaged
RET000931,INV0035182,LINE000082144,2025-09-03,20250903,D002,C00120,SKU034,9,30963.74,Customer Refusal
RET000932,INV0035204,LINE000082200,2025-08-31,20250831,D015,C01318,SKU004,2,1039.11,Wrong Item
RET000933,INV0035232,LINE000082265,2025-09-07,20250907,D001,C00044,SKU057,4,4964.3,Short-dated
RET000934,INV0035283,LINE000082372,2025-09-06,20250906,D010,C00934,SKU055,13,42737.53,Short-dated
RET000935,INV0035310,LINE000082427,2025-09-06,20250906,D011,C01015,SKU054,6,14280.57,Short-dated
RET000936,INV0035328,LINE000082473,2025-09-06,20250906,D006,C00516,SKU038,5,8424.15,Short-dated
RET000937,INV0035366,LINE000082556,2025-09-04,20250904,D001,C00089,SKU058,25,32384.71,Damaged
RET000938,INV0035399,LINE000082613,2025-09-10,20250910,D017,C01499,SKU016,2,1286.8,Short-dated
RET000939,INV0035399,LINE000082614,2025-09-24,20250924,D017,C01499,SKU011,2,4703.67,Expired
RET000940,INV0035443,LINE000082729,2025-09-08,20250908,D017,C01442,SKU049,6,12731.83,Damaged
RET000941,INV0035448,LINE000082741,2025-09-06,20250906,D001,C00097,SKU034,1,3442.8,Promo Return
RET000942,INV0035454,LINE000082757,2025-09-06,20250906,D015,C01351,SKU026,2,2026.3,Damaged
RET000943,INV0035471,LINE000082794,2025-09-14,20250914,D010,C00896,SKU026,1,1016.04,Promo Return
RET000944,INV0035485,LINE000082827,2025-09-04,20250904,D014,C01305,SKU004,6,3008.56,Damaged
RET000945,INV0035543,LINE000082968,2025-09-20,20250920,D014,C01234,SKU057,7,8724.26,Damaged
RET000946,INV0035552,LINE000082990,2025-09-19,20250919,D009,C00748,SKU033,3,8073.21,Short-dated
RET000947,INV0035760,LINE000083484,2025-09-14,20250914,D009,C00836,SKU001,2,1337.1,Expired
RET000948,INV0035778,LINE000083531,2025-09-19,20250919,D005,C00426,SKU038,6,10288.57,Expired
RET000949,INV0036008,LINE000084050,2025-09-25,20250925,D016,C01417,SKU052,3,2081.82,Expired
RET000950,INV0036031,LINE000084099,2025-09-16,20250916,D012,C01096,SKU010,3,4622.55,Damaged
RET000951,INV0036046,LINE000084135,2025-09-16,20250916,D012,C01111,SKU056,19,26255.48,Promo Return
RET000952,INV0036125,LINE000084312,2025-09-18,20250918,D016,C01418,SKU038,6,9598.28,Damaged
RET000953,INV0036169,LINE000084412,2025-09-17,20250917,D007,C00627,SKU024,4,14385.67,Expired
RET000954,INV0036244,LINE000084586,2025-09-26,20250926,D002,C00153,SKU023,5,9343.02,Short-dated
RET000955,INV0036261,LINE000084636,2025-09-20,20250920,D013,C01163,SKU004,19,9254.61,Damaged
RET000956,INV0036300,LINE000084723,2025-09-21,20250921,D009,C00820,SKU012,12,5975.84,Damaged
RET000957,INV0036305,LINE000084732,2025-09-23,20250923,D006,C00548,SKU021,6,3146.68,Expired
RET000958,INV0036354,LINE000084840,2025-09-19,20250919,D006,C00519,SKU031,25,64272.8,Damaged
RET000959,INV0036371,LINE000084886,2025-09-27,20250927,D012,C01081,SKU021,4,2158.88,Expired
RET000960,INV0036380,LINE000084905,2025-09-23,20250923,D010,C00916,SKU056,3,4254.1,Promo Return
RET000961,INV0036383,LINE000084909,2025-09-19,20250919,D002,C00126,SKU024,2,6985.84,Wrong Item
RET000962,INV0036387,LINE000084924,2025-09-25,20250925,D005,C00453,SKU012,14,6845.52,Expired
RET000963,INV0036421,LINE000085007,2025-10-02,20251002,D010,C00893,SKU024,4,14060.07,Expired
RET000964,INV0036497,LINE000085178,2025-09-24,20250924,D016,C01397,SKU019,6,3709.78,Damaged
RET000965,INV0036497,LINE000085179,2025-10-03,20251003,D016,C01397,SKU059,2,1747.09,Promo Return
RET000966,INV0036501,LINE000085189,2025-10-04,20251004,D006,C00543,SKU013,6,2426.23,Damaged
RET000967,INV0036535,LINE000085270,2025-09-30,20250930,D011,C01022,SKU045,5,4635.22,Damaged
RET000968,INV0036690,LINE000085607,2025-10-03,20251003,D011,C00941,SKU049,4,8318.28,Wrong Item
RET000969,INV0036768,LINE000085801,2025-09-26,20250926,D014,C01290,SKU002,3,1890.08,Expired
RET000970,INV0036847,LINE000085983,2025-10-08,20251008,D012,C01067,SKU035,2,2130.35,Customer Refusal
RET000971,INV0036890,LINE000086092,2025-09-28,20250928,D004,C00369,SKU024,25,83935.15,Damaged
RET000972,INV0036948,LINE000086236,2025-10-09,20251009,D006,C00498,SKU013,13,5162.0,Expired
RET000973,INV0036983,LINE000086314,2025-09-30,20250930,D013,C01124,SKU028,6,9467.11,Damaged
RET000974,INV0037010,LINE000086369,2025-09-29,20250929,D011,C01024,SKU008,3,2253.15,Promo Return
RET000975,INV0037022,LINE000086399,2025-10-13,20251013,D016,C01432,SKU046,3,5209.32,Damaged
RET000976,INV0037044,LINE000086444,2025-10-07,20251007,D010,C00889,SKU058,4,5438.75,Promo Return
RET000977,INV0037115,LINE000086619,2025-10-12,20251012,D014,C01277,SKU010,13,19223.89,Customer Refusal
RET000978,INV0037153,LINE000086708,2025-10-09,20251009,D005,C00442,SKU023,3,5546.87,Damaged
RET000979,INV0037198,LINE000086809,2025-10-09,20251009,D013,C01161,SKU033,2,5486.42,Expired
RET000980,INV0037209,LINE000086837,2025-10-01,20251001,D017,C01458,SKU056,1,1409.03,Short-dated
RET000981,INV0037238,LINE000086913,2025-10-03,20251003,D005,C00376,SKU001,7,4624.11,Expired
RET000982,INV0037242,LINE000086922,2025-10-11,20251011,D002,C00105,SKU022,2,1390.78,Customer Refusal
RET000983,INV0037243,LINE000086924,2025-10-08,20251008,D004,C00318,SKU024,5,17576.15,Short-dated
RET000984,INV0037260,LINE000086963,2025-10-11,20251011,D002,C00123,SKU015,36,29280.4,Expired
RET000985,INV0037263,LINE000086970,2025-10-06,20251006,D008,C00688,SKU025,1,3062.12,Short-dated
RET000986,INV0037265,LINE000086975,2025-10-03,20251003,D017,C01500,SKU060,2,2039.2,Expired
RET000987,INV0037301,LINE000087066,2025-10-05,20251005,D006,C00537,SKU010,25,35082.61,Damaged
RET000988,INV0037353,LINE000087187,2025-10-06,20251006,D015,C01346,SKU051,3,8084.39,Expired
RET000989,INV0037401,LINE000087311,2025-10-08,20251008,D012,C01073,SKU059,3,2612.8,Promo Return
RET000990,INV0037490,LINE000087501,2025-10-06,20251006,D006,C00524,SKU034,3,10206.94,Damaged
RET000991,INV0037493,LINE000087509,2025-10-08,20251008,D017,C01461,SKU041,2,1557.11,Wrong Item
RET000992,INV0037495,LINE000087513,2025-10-06,20251006,D011,C00951,SKU049,1,2101.83,Wrong Item
RET000993,INV0037496,LINE000087516,2025-10-07,20251007,D005,C00457,SKU041,1,776.34,Damaged
RET000994,INV0037512,LINE000087556,2025-10-12,20251012,D009,C00830,SKU039,7,20888.78,Wrong Item
RET000995,INV0037528,LINE000087594,2025-10-07,20251007,D001,C00092,SKU036,2,2621.94,Wrong Item
RET000996,INV0037529,LINE000087598,2025-10-10,20251010,D002,C00142,SKU049,2,4182.99,Wrong Item
RET000997,INV0037540,LINE000087625,2025-10-15,20251015,D005,C00431,SKU046,2,3350.8,Expired
RET000998,INV0037569,LINE000087697,2025-10-12,20251012,D009,C00787,SKU031,3,7967.49,Wrong Item
RET000999,INV0037577,LINE000087718,2025-10-16,20251016,D011,C01021,SKU026,1,1006.2,Promo Return
RET001000,INV0037578,LINE000087721,2025-10-08,20251008,D010,C00910,SKU008,6,4548.99,Expired
RET001001,INV0037607,LINE000087790,2025-10-14,20251014,D002,C00129,SKU058,26,32396.87,Damaged
RET001002,INV0037613,LINE000087806,2025-10-10,20251010,D011,C00994,SKU008,4,3068.49,Expired
RET001003,INV0037741,LINE000088111,2025-10-14,20251014,D004,C00337,SKU009,6,6062.73,Damaged
RET001004,INV0037763,LINE000088161,2025-10-12,20251012,D001,C00037,SKU019,1,632.41,Wrong Item
RET001005,INV0037784,LINE000088217,2025-10-14,20251014,D006,C00552,SKU056,4,5674.68,Damaged
RET001006,INV0037854,LINE000088383,2025-10-11,20251011,D016,C01421,SKU059,2,1753.88,Damaged
RET001007,INV0037854,LINE000088385,2025-10-13,20251013,D016,C01421,SKU024,2,7184.92,Short-dated
RET001008,INV0037932,LINE000088556,2025-10-14,20251014,D016,C01427,SKU011,2,4656.83,Damaged
RET001009,INV0037950,LINE000088593,2025-10-28,20251028,D008,C00710,SKU024,13,44649.5,Customer Refusal
RET001010,INV0038041,LINE000088810,2025-10-22,20251022,D004,C00355,SKU018,2,1482.62,Promo Return
RET001011,INV0038048,LINE000088826,2025-10-16,20251016,D006,C00510,SKU008,6,4600.76,Damaged
RET001012,INV0038062,LINE000088860,2025-10-28,20251028,D005,C00479,SKU037,8,4534.0,Damaged
RET001013,INV0038214,LINE000089205,2025-10-22,20251022,D007,C00646,SKU010,2,3033.12,Customer Refusal
RET001014,INV0038224,LINE000089225,2025-10-17,20251017,D006,C00514,SKU026,3,2979.71,Expired
RET001015,INV0038328,LINE000089470,2025-10-19,20251019,D009,C00748,SKU031,6,15717.34,Damaged
RET001016,INV0038363,LINE000089541,2025-10-21,20251021,D005,C00398,SKU048,50,107044.07,Damaged
RET001017,INV0038383,LINE000089594,2025-10-25,20251025,D014,C01308,SKU036,2,2667.96,Damaged
RET001018,INV0038511,LINE000089911,2025-10-22,20251022,D008,C00695,SKU014,4,4641.84,Promo Return
RET001019,INV0038557,LINE000090019,2025-10-25,20251025,D005,C00376,SKU054,4,9495.53,Damaged
RET001020,INV0038618,LINE000090163,2025-10-25,20251025,D003,C00231,SKU010,3,4596.33,Damaged
RET001021,INV0038640,LINE000090221,2025-10-29,20251029,D008,C00679,SKU039,2,6055.16,Damaged
RET001022,INV0038687,LINE000090319,2025-11-07,20251107,D010,C00879,SKU017,4,12240.85,Expired
RET001023,INV0038728,LINE000090411,2025-11-07,20251107,D017,C01437,SKU044,31,95731.11,Promo Return
RET001024,INV0038756,LINE000090481,2025-10-30,20251030,D017,C01443,SKU003,2,1011.16,Promo Return
RET001025,INV0038820,LINE000090633,2025-11-04,20251104,D013,C01203,SKU036,5,6802.0,Expired
RET001026,INV0038857,LINE000090726,2025-10-30,20251030,D016,C01432,SKU020,2,2673.18,Promo Return
RET001027,INV0038879,LINE000090788,2025-10-27,20251027,D009,C00829,SKU037,3,1733.34,Short-dated
RET001028,INV0038892,LINE000090822,2025-11-02,20251102,D001,C00004,SKU022,49,33833.46,Expired
RET001029,INV0038924,LINE000090905,2025-10-31,20251031,D009,C00823,SKU060,42,40478.68,Damaged
RET001030,INV0039071,LINE000091234,2025-11-01,20251101,D014,C01244,SKU036,23,30422.5,Promo Return
RET001031,INV0039084,LINE000091272,2025-10-31,20251031,D012,C01102,SKU033,6,16178.38,Damaged
RET001032,INV0039199,LINE000091557,2025-11-03,20251103,D008,C00690,SKU041,2,1558.1,Wrong Item
RET001033,INV0039203,LINE000091569,2025-11-13,20251113,D013,C01132,SKU024,6,21443.78,Expired
RET001034,INV0039283,LINE000091764,2025-11-03,20251103,D009,C00777,SKU002,10,5997.83,Damaged
RET001035,INV0039331,LINE000091874,2025-11-04,20251104,D004,C00306,SKU039,11,34068.13,Damaged
RET001036,INV0039351,LINE000091927,2025-11-03,20251103,D009,C00775,SKU047,6,15379.58,Damaged
